id,title,pricePerServing,weightPerServing,vegetarian,vegan,glutenFree,dairyFree,sustainable,veryHealthy,veryPopular,gaps,lowFodmap,ketogenic,whole30,readyInMinutes,spoonacularSourceUrl,image,aggregateLikes,spoonacularScore,healthScore,percentProtein,percentFat,percentCarbs,dishTypes,ingredients,cuisines,calories,Fat,Saturated_Fat,Carbohydrates/g,Sugar,Cholesterol,Sodium,Protein,Vitamin_B3,Selenium,Phosphorus,Iron_mg,Vitamin_B2,Calcium,Vitamin_B1,Folate,Potassium,Copper,Zinc,Manganese,Magnesium,Vitamin_B12,Vitamin_B5,Vitamin_B6,Vitamin_E,Fiber,Vitamin_A,Vitamin_D,Vitamin_K,Vitamin_C,Alcohol,Caffeine,URL,Instructions,formatted_instructions,preprocessed_title,preprocessed_ingredients,ingredient_count,difficulty_level,flavor_profile,combined_features
1324,Cod Poached in Tomato-Saffron Broth,12.3637,605,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,45,https://spoonacular.com/cod-poached-in-tomato-saffron-broth-1324,https://spoonacular.com/recipeImages/1324-556x370.jpg,4211,43,13,40.97,26.43,32.6,beverage,"sablefish, saffron, onion, canned diced tomatoes, salt, dry white wine, clam juice, pepper, garlic cloves, olive oil",Chinese,362.02,8.16,1.16,22.65,9.55,79.95,1262.25,28.46,3.68,39.92,555.35,2.83,0.22,102.23,0.18,39.59,978.74,0.22,1.07,0.41,75.15,3.39,0.9,0.58,3.42,2.75,375.59,0.85,10.95,25.04,12.36,0,https://spoonacular.com/cod-poached-in-tomato-saffron-broth-1324,"Heat oil in a 10-inch, straight-sided skillet over medium-high heat; cook onion 5 minutes or until softened.
Add garlic and next 4 ingredients; cook, covered, over medium heat 10 minutes. Stir in salt and pepper.
Add cod to skillet; reduce heat until wine mixture just simmers. Cover and poach 5 to 7 minutes or until fish flakes with a fork.
Serve in bowls with broth spooned over fish.","1) Heat oil in a 10-inch, straight-sided skillet over medium-high heat; cook onion 5 minutes or until softened.
2) Add garlic and next 4 ingredients; cook, covered, over medium heat 10 minutes.
3) Stir in salt and pepper.
4) Add cod to skillet; reduce heat until wine mixture just simmers.
5) Cover and poach 5 to 7 minutes or until fish flakes with a fork.
6) Serve in bowls with broth spooned over fish.",cod poached tomato saffron broth,sablefish saffron onion canned diced tomato salt dry white wine clam juice pepper garlic clove olive oil,10,Intermediate,Spicy,cod poached tomato saffron broth sablefish saffron onion canned diced tomato salt dry white wine clam juice pepper garlic clove olive oil
1326,Bluefish (or Swordfish) With Preserved Lemons,4.6993,218,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,45,https://spoonacular.com/bluefish-or-swordfish-with-preserved-lemons-1326,https://spoonacular.com/recipeImages/1326-556x370.jpg,1313,84,24,36.83,61.2,1.97,Sidedish,"capers, sea-salt, sugar, liquid smoke, swordfish, basil leaves, preserved lemon, rosemary, grape tomatoes, lemon wedges, red onion, olive oil, brine",Chinese,371.76,24.85,4.6,1.8,0.9,112.2,626.53,33.65,13.23,97.68,438.19,0.81,0.1,13.68,0.14,6.93,736.07,0.08,1.16,0.04,51.71,2.89,0.62,0.94,5.4,0.37,223.17,23.63,9.48,1.81,0,0,https://spoonacular.com/bluefish-or-swordfish-with-preserved-lemons-1326,Detailed instructions can be found here: http://doriegreenspan.com/2011/07/fish-tacos-preserved-lemons-i-guess-its-fusion-i-know-its-really-good.html,1) Detailed instructions can be found here: http://doriegreenspan.com/2011/07/fish-tacos-preserved-lemons-i-guess-its-fusion-i-know-its-really-good.html,bluefish swordfish preserved lemon,caper sea salt sugar liquid smoke swordfish basil leaf preserved lemon rosemary grape tomato lemon wedge red onion olive oil brine,13,Hard,Salty,bluefish swordfish preserved lemon caper sea salt sugar liquid smoke swordfish basil leaf preserved lemon rosemary grape tomato lemon wedge red onion olive oil brine
1327,Bacon-wrapped Bluefish,2.3703,199,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,no,TRUE,FALSE,TRUE,45,https://spoonacular.com/bacon-wrapped-bluefish-1327,https://spoonacular.com/recipeImages/1327-556x370.jpg,1124,74,16,30.52,68.54,0.94,Maindish,"bacon, bluefish filets, kosher salt, thyme, olive oil",Chinese,454.09,34.01,8.61,1.05,0,112.67,570.51,34.07,10.24,60.58,387.25,1.27,0.16,20.45,0.2,0,626.75,0.1,1.7,0.07,55.26,7.86,1.43,0.69,1.7,0.28,675.46,0.18,6.32,3.2,0,0,https://spoonacular.com/bacon-wrapped-bluefish-1327,Detailed instructions can be found here: http://www.saveur.com/article/Recipes/Bacon-Wrapped-Bluefish,"1) Detailed instructions can be found here:
2) http://www.saveur.com/article/Recipes/Bacon-Wrapped-Bluefish",bacon wrapped bluefish,bacon bluefish filet kosher salt thyme olive oil,5,Easy,Salty,bacon wrapped bluefish bacon bluefish filet kosher salt thyme olive oil
1328,Bluefish Chowder,4.083,701,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,45,https://spoonacular.com/bluefish-chowder-1328,https://spoonacular.com/recipeImages/1328-556x370.jpg,5244,71,34,23.83,56.29,19.88,Maindish,"jalapeno, heavy cream, basil, onion, bluefish fillets, unsalted butter, yukon gold potatoes, celery, ears of corn, plum tomatoes, garlic cloves, salt and pepper, slab bacon, fish stock",Chinese,719.87,45.74,22.91,36.36,8.1,203.26,972.7,43.57,14.95,61.65,595.66,5.55,0.37,158.74,0.33,83.55,1708.9,0.76,2.69,1.01,124.28,8.52,2.52,1.16,1.76,5.92,2624.8,0.63,17.67,34.18,0,0,https://spoonacular.com/bluefish-chowder-1328,"In a large enameled cast-iron casserole, cook the bacon over low heat until crisp, about 6 minutes.
Pour off all but 1 tablespoon of the fat.
Add the butter and garlic to the casserole and cook over low heat until the garlic is fragrant, about 30 seconds.
Add the celery, onion and jalapeo and cook, stirring occasionally, until the onion is softened but not browned, about 8 minutes.
Add the Rich Fish Stock, corn and potatoes and bring to a boil over moderately high heat. Boil until the potatoes begin to soften, about 10 minutes. Mash a few of the potato slices against the side of the casserole to thicken the soup.
Add the tomatoes and season with salt and pepper.
Add the bluefish and cook over low heat for 5 minutes.
Remove from the heat and let stand for 10 minutes. Gently stir in the cream and basil and serve.","1) In a large enameled cast-iron casserole, cook the bacon over low heat until crisp, about 6 minutes.
2) Pour off all but 1 tablespoon of the fat.
3) Add the butter and garlic to the casserole and cook over low heat until the garlic is fragrant, about 30 seconds.
4) Add the celery, onion and jalapeo and cook, stirring occasionally, until the onion is softened but not browned, about 8 minutes.
5) Add the Rich Fish Stock, corn and potatoes and bring to a boil over moderately high heat.
6) Boil until the potatoes begin to soften, about 10 minutes.
7) Mash a few of the potato slices against the side of the casserole to thicken the soup.
8) Add the tomatoes and season with salt and pepper.
9) Add the bluefish and cook over low heat for 5 minutes.
10) Remove from the heat and let stand for 10 minutes.
11) Gently stir in the cream and basil and serve.",bluefish chowder,jalapeno heavy cream basil onion bluefish fillet unsalted butter yukon gold potato celery ear corn plum tomato garlic clove salt pepper slab bacon fish stock,14,Hard,Spicy,bluefish chowder jalapeno heavy cream basil onion bluefish fillet unsalted butter yukon gold potato celery ear corn plum tomato garlic clove salt pepper slab bacon fish stock
1329,Crisp Chatham Bluefish with Maque Choux,2.8995,351,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,45,https://spoonacular.com/crisp-chatham-bluefish-with-maque-choux-1329,https://spoonacular.com/recipeImages/1329-556x370.jpg,1355,68,29,37.58,42.3,20.12,Maindish,"canola oil, sweet onion, bluefish fillets, tomato, paprika, fresh corn kernels, butter, celery, garlic, ground pepper, jalapeno pepper, kosher salt, black pepper, fresh basil, red bell pepper",Cajun,394.77,18.82,5.78,20.14,8.11,115.41,753.64,37.62,12.03,63.12,483.11,1.6,0.22,33.41,0.26,57.39,1036.15,0.19,1.93,0.31,95.83,9.18,2.12,0.92,1.82,2.95,1977.47,0,12.15,37.19,0,0,https://spoonacular.com/crisp-chatham-bluefish-with-maque-choux-1329,"Melt butter in a saucepan over medium-high heat; add onion, bell pepper, celery, jalapeo, and garlic to pan. Reduce heat to medium-low, and cook 7 minutes or until vegetables are tender.
Add corn and paprika; cook 5 minutes, stirring occasionally.
Add tomato; cook 10 minutes, stirring occasionally.
Remove from heat. Stir in basil, 1/2 teaspoon salt, and red pepper.
Heat a 10-inch cast-iron skillet over high heat.
Add 1 tablespoon oil to pan; swirl to coat. Sprinkle fillets evenly with remaining 1 teaspoon salt and black pepper.
Add 3 fillets to pan, skin side down; saut 3 minutes or until skin is crisp. Turn fillets over; saut 3 minutes or until desired degree of doneness.
Remove from pan; keep warm. Repeat procedure with remaining 1 tablespoon oil and fillets. Spoon about 2/3 cup corn mixture onto each of 6 plates; top each serving with 1 fillet.","1) Melt butter in a saucepan over medium-high heat; add onion, bell pepper, celery, jalapeo, and garlic to pan.
2) Reduce heat to medium-low, and cook 7 minutes or until vegetables are tender.
3) Add corn and paprika; cook 5 minutes, stirring occasionally.
4) Add tomato; cook 10 minutes, stirring occasionally.
5) Remove from heat.
6) Stir in basil, 1/2 teaspoon salt, and red pepper.
7) Heat a 10-inch cast-iron skillet over high heat.
8) Add 1 tablespoon oil to pan; swirl to coat.
9) Sprinkle fillets evenly with remaining 1 teaspoon salt and black pepper.
10) Add 3 fillets to pan, skin side down; saut 3 minutes or until skin is crisp.
11) Turn fillets over; saut 3 minutes or until desired degree of doneness.
12) Remove from pan; keep warm.
13) Repeat procedure with remaining 1 tablespoon oil and fillets.
14) Spoon about 2/3 cup corn mixture onto each of 6 plates; top each serving with 1 fillet.",crisp chatham bluefish maque chou,canola oil sweet onion bluefish fillet tomato paprika fresh corn kernel butter celery garlic ground pepper jalapeno pepper kosher salt black pepper fresh basil red bell pepper,15,Hard,Spicy,crisp chatham bluefish maque chou canola oil sweet onion bluefish fillet tomato paprika fresh corn kernel butter celery garlic ground pepper jalapeno pepper kosher salt black pepper fresh basil red bell pepper
1330,Broiled Bluefish with Tomato and Herbs,2.2995,228,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,no,TRUE,FALSE,TRUE,35,https://spoonacular.com/broiled-bluefish-with-tomato-and-herbs-1330,https://spoonacular.com/recipeImages/1330-556x370.jpg,1124,70,31,37.97,58.82,3.21,Maindish,"mayonnaise, lemon juice, salt, fresh chives, spanish mackerel fillets, tomatoes, fresh dill, black pepper",Chinese,335.33,21.38,4.87,2.63,1.89,76.29,406.05,31.05,12.96,55.49,207.24,1.98,0.65,43.66,0.19,14.3,768.06,0.18,1.15,0.11,49.92,6.67,0.56,0.55,2.26,0.79,668.45,13.78,27.56,12.47,0,0,https://spoonacular.com/broiled-bluefish-with-tomato-and-herbs-1330,"Preheat broiler. Line rack of a broiler pan with foil.
Put fish skin sides down on foil and sprinkle with pepper and 1/4 teaspoon salt.
Whisk together mayonnaise, lemon juice, dill, and chives in a small bowl.
Spread evenly over fish, then cover with tomato slices, overlapping slightly, and sprinkle with remaining 1/4 teaspoon salt.
Broil fish 3 to 4 inches from heat until just cooked through, 12 to 15 minutes.","1) Preheat broiler.
2) Line rack of a broiler pan with foil.
3) Put fish skin sides down on foil and sprinkle with pepper and 1/4 teaspoon salt.
4) Whisk together mayonnaise, lemon juice, dill, and chives in a small bowl.
5) Spread evenly over fish, then cover with tomato slices, overlapping slightly, and sprinkle with remaining 1/4 teaspoon salt.
6) Broil fish 3 to 4 inches from heat until just cooked through, 12 to 15 minutes.",broiled bluefish tomato herb,mayonnaise lemon juice salt fresh chive spanish mackerel fillet tomato fresh dill black pepper,8,Easy,Spicy,broiled bluefish tomato herb mayonnaise lemon juice salt fresh chive spanish mackerel fillet tomato fresh dill black pepper
1331,Bluefish En Papillote,2.0626,187,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,45,https://spoonacular.com/bluefish-en-papillote-1331,https://spoonacular.com/recipeImages/1331-556x370.jpg,1124,78,47,41.38,57.83,0.79,Maindish,"salt, bluefish, fennel, rice paper, olive oil",Chinese,337.78,21.23,3.49,0.65,0,100.39,302.31,34.18,10.18,62.34,387.21,0.94,0.14,13.12,0.1,4.53,637.54,0.09,1.39,0.04,56.48,9.16,1.41,0.68,2.01,0,678.08,0,8.43,0,0,0,https://spoonacular.com/bluefish-en-papillote-1331,Detailed instructions can be found here: http://sunday-suppers.com/the-hunger-bluefish-en-papillote/,1) Detailed instructions can be found here: http://sunday-suppers.com/the-hunger-bluefish-en-papillote/,bluefish en papillote,salt bluefish fennel rice paper olive oil,5,Easy,Salty,bluefish en papillote salt bluefish fennel rice paper olive oil
1332,Stuffed Bluefish with Sweet and Spicy Masala,1.8148,245,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,45,https://spoonacular.com/stuffed-bluefish-with-sweet-and-spicy-masala-1332,https://spoonacular.com/recipeImages/1332-556x370.jpg,1124,64,25,32.6,48.55,18.85,Maindish,"coriander, golden raisins, vegetable oil, garam masala, lime juice, sugar, salt, cilantro, cayenne, ghee, fresh mint leaves, garlic, mint, tomato, cashews, bluefish, fresh cilantro, turmeric, onions, cumin, ginger, green chiles",Asian,297.01,16.18,9.28,14.13,6.95,68.78,475,24.44,7.06,42.2,308.13,1.39,0.13,41.13,0.13,23.83,660.35,0.19,1.3,0.27,59.81,6.06,1.09,0.61,0.58,2.56,806.55,0,8.32,11.69,0,0,https://spoonacular.com/stuffed-bluefish-with-sweet-and-spicy-masala-1332,Detailed instructions can be found here: http://www.marthastewart.com/350568/stuffed-bluefish-sweet-and-spicy-masala,1) Detailed instructions can be found here: http://www.marthastewart.com/350568/stuffed-bluefish-sweet-and-spicy-masala,stuffed bluefish sweet spicy masala,coriander golden raisin vegetable oil garam masala lime juice sugar salt cilantro cayenne ghee fresh mint leaf garlic mint tomato cashew bluefish fresh cilantro turmeric onion cumin ginger green chile,22,Hard,Salty,stuffed bluefish sweet spicy masala coriander golden raisin vegetable oil garam masala lime juice sugar salt cilantro cayenne ghee fresh mint leaf garlic mint tomato cashew bluefish fresh cilantro turmeric onion cumin ginger green chile
1333,Smoked Bluefish Rillettes,0.3905,69,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,25,https://spoonacular.com/smoked-bluefish-rillettes-1333,https://spoonacular.com/recipeImages/1333-556x370.jpg,1124,27,3,4.82,57.68,37.5,Maindish,"bay leaf, sour cream, smoked* local bluefish; picked; skinned; and blood line removed, shallots, extra virgin olive oil, fennel bulb, celery, sea salt, juice of lemon, sweet paprika, saffron, garlic",Chinese,48.52,3.43,0.68,5.02,1.32,1.25,212.23,0.65,0.22,0,21.92,0.34,0.02,20.59,0.02,15.75,164.17,0.03,0,0.08,7.96,0,0.13,0.05,0.53,1.12,165.43,0,3.11,15.06,0,0,https://spoonacular.com/smoked-bluefish-rillettes-1333,"*(Tony smokes the fresh fish on the BBQ grill, but in a pinch it can be bought pre-smoked)
Heat the olive oil in a saut pan over medium heat.
Add all the vegetables, spices and bouquet garni. Season with fine sea salt and cover, sweating out the vegetables until tender, approximately 5-8 minutes
Remove bouquet garni and transfer the remaining ingredients to a blender.Blend on high speed until smooth.
Let cool and mix in the sour cream.
Add as desired to the picked smoked bluefish. Finish with some lemon juice.
Serve with baguette or crackers.","1) *(Tony smokes the fresh fish on the BBQ grill, but in a pinch it can be bought pre-smoked)
Heat the olive oil in a saut pan over medium heat.
2) Add all the vegetables, spices and bouquet garni.
3) Season with fine sea salt and cover, sweating out the vegetables until tender, approximately 5-8 minutes
Remove bouquet garni and transfer the remaining ingredients to a blender.
4) Blend on high speed until smooth.
5) Let cool and mix in the sour cream.
6) Add as desired to the picked smoked bluefish.
7) Finish with some lemon juice.
8) Serve with baguette or crackers.",smoked bluefish rillettes,bay leaf sour cream smoked local bluefish picked skinned blood line removed shallot extra virgin olive oil fennel bulb celery sea salt juice lemon sweet paprika saffron garlic,12,Hard,Salty,smoked bluefish rillettes bay leaf sour cream smoked local bluefish picked skinned blood line removed shallot extra virgin olive oil fennel bulb celery sea salt juice lemon sweet paprika saffron garlic
1335,Bluefish Hash With Mustard And Lemon Thyme,1.1856,257,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,no,FALSE,FALSE,TRUE,30,https://spoonacular.com/bluefish-hash-with-mustard-and-lemon-thyme-1335,https://spoonacular.com/recipeImages/1335-556x370.jpg,2456,91,51,22.51,33.17,44.32,Sidedish,"mustard powder, onion, blue fish, lemon thyme, juice of lemon, olive oil, red potatoes",Chinese,262.12,9.79,1.57,29.44,3.05,33.45,65.7,14.95,5.4,22.16,241.77,1.92,0.11,33.05,0.18,37.02,1026.85,0.28,1.1,0.31,61.83,3.06,0.98,0.55,1.04,3.48,321.36,0,9.23,20.19,0,0,https://spoonacular.com/bluefish-hash-with-mustard-and-lemon-thyme-1335,Detailed instructions can be found here: http://www.biggirlssmallkitchen.com/2010/09/cooking-for-others-breakfast-at-us-open.html,1) Detailed instructions can be found here: http://www.biggirlssmallkitchen.com/2010/09/cooking-for-others-breakfast-at-us-open.html,bluefish hash mustard lemon thyme,mustard powder onion blue fish lemon thyme juice lemon olive oil red potato,7,Easy,Salty,bluefish hash mustard lemon thyme mustard powder onion blue fish lemon thyme juice lemon olive oil red potato
1336,Smoked Bluefish Pate,3.6401,208,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,45,https://spoonacular.com/smoked-bluefish-pate-1336,https://spoonacular.com/recipeImages/1336-556x370.jpg,3234,41,10,23.82,72.79,3.39,Maindish,"cream cheese, onion, bluefish fillets, lemon juice, salt, butter, pepper, worcestershire sauce, cognac",French,459.06,35.76,19.27,3.74,2.41,159.78,552.95,26.33,6.86,42.95,324.6,0.84,0.17,70.45,0.08,11.93,529.68,0.08,1.24,0.06,44.28,6.28,1.3,0.49,0.51,0,1569.08,0.55,2.84,3.56,2.51,0,https://spoonacular.com/smoked-bluefish-pate-1336,"Puree the bluefish, cream cheese, butter, and Cognac in a food processor.
Add the onion, Worcestershire sauce, and lemon juice. Pulse the machine on and off until the ingredients are combined. Season with salt and pepper to taste.
Pack into a serving dish and sprinkle with the nuts, if using.
Nutritional analysis provided by
Book, using the USDA Nutrition Database
From New Legal Sea Foods Cookbook by Roger Berkowitz & Jane Doerfer Copyright (c) 2003 by Roger Berkowitz & Jane Doerfer Published by Broadway Books.Roger Berkowitz, president and CEO of Legal Sea Foods since 1992, started working in his family’s fish market at the age of ten. He frequently offers his expert opinion on the fishing industry on network news segments (CNN, CBS News “Eye on America,” NBC Nightly News), has given culinary advice and demonstrations on the Today Show and Good Morning America, and lectures widely. He and his wife, Lynne, live in Newton, Massachusetts. Jane Doerfer coauthored the previous Legal Sea Foods Cookbook with George Berkowitz. She is the author of several cookbooks, including Going Solo in the Kitchen. Edward Koren is a regular contributor to The New Yorker and has illustrated a number of books, including A Dog’s Life and How to Eat Like a Child. He lives in Vermont.","1) Puree the bluefish, cream cheese, butter, and Cognac in a food processor.
2) Add the onion, Worcestershire sauce, and lemon juice.
3) Pulse the machine on and off until the ingredients are combined.
4) Season with salt and pepper to taste.
5) Pack into a serving dish and sprinkle with the nuts, if using.
6) Nutritional analysis provided by
Book, using the USDA Nutrition Database
From New Legal Sea Foods Cookbook by Roger Berkowitz & Jane Doerfer
7) Copyright (c) 2003 by Roger Berkowitz & Jane Doerfer Published by Broadway Books.
8) Roger Berkowitz, president and CEO of Legal Sea Foods since 1992, started working in his family’s fish market at the age of ten.
9) He frequently offers his expert opinion on the fishing industry on network news segments (CNN, CBS News “Eye on America,” NBC Nightly News), has given culinary advice and demonstrations on the Today Show and Good Morning America, and lectures widely.
10) He and his wife, Lynne, live in Newton, Massachusetts.
11) Jane Doerfer coauthored the previous Legal Sea Foods Cookbook with George Berkowitz.
12) She is the author of several cookbooks, including Going Solo in the Kitchen.
13) Edward Koren is a regular contributor to The New Yorker and has illustrated a number of books, including A Dog’s Life and How to Eat Like a Child.
14) He lives in Vermont.",smoked bluefish pate,cream cheese onion bluefish fillet lemon juice salt butter pepper worcestershire sauce cognac,9,Intermediate,Spicy,smoked bluefish pate cream cheese onion bluefish fillet lemon juice salt butter pepper worcestershire sauce cognac
1337,Blackened Bluefish And Burnt Mushrooms,21.1032,1967,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,no,FALSE,FALSE,FALSE,22,https://spoonacular.com/blackened-bluefish-and-burnt-mushrooms-1337,https://spoonacular.com/recipeImages/1337-556x370.jpg,2424,75,75,62.14,33.93,3.93,Sidedish,"button mushrooms, cajun seasoning, bluefish fillets, dark molasses, butter, worcestershire sauce",Chinese,2435.66,88.5,23.87,23.04,19.11,1092.53,1362.42,364.63,111.7,671.46,4209.61,11.48,1.95,196.58,1.16,58.04,7534.41,1.46,15.36,0.77,658.66,97.09,16.83,7.53,0.94,1.83,8517.37,0.44,2.77,4.61,0,0,https://spoonacular.com/blackened-bluefish-and-burnt-mushrooms-1337,"Blackened Bluefish Ingredients4 small bluefish fillets, no more than 8 inches long. (Mature, larger fish are very oily and unappealing.)4 tablespoons butter or oil4 tablespoons Cajun seasoning (I used a Paul Prudhomme blend)Method
Dredge fish fillets in flour. In a large skillet heat butter/oil with spices until sizzling.
Add fillets skin side UP. Cook over low-medium heat for 7 minutes. Turn and cook another 3 minutes. Turn again, remove from pan, and serve immediately.","1) Blackened Bluefish Ingredients4 small bluefish fillets, no more than 8 inches long.
2) (Mature, larger fish are very oily and unappealing.)4 tablespoons butter or oil4 tablespoons Cajun seasoning (I used a Paul Prudhomme blend)Method
Dredge fish fillets in flour.
3) In a large skillet heat butter/oil with spices until sizzling.
4) Add fillets skin side UP.
5) Cook over low-medium heat for 7 minutes.
6) Turn and cook another 3 minutes.
7) Turn again, remove from pan, and serve immediately.",blackened bluefish burnt mushroom,button mushroom cajun seasoning bluefish fillet dark molasses butter worcestershire sauce,6,Easy,Salty,blackened bluefish burnt mushroom button mushroom cajun seasoning bluefish fillet dark molasses butter worcestershire sauce
1338,Smoked Bluefish Spread,1.4077,148,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,9,https://spoonacular.com/smoked-bluefish-spread-1338,https://spoonacular.com/recipeImages/1338-556x370.jpg,3242,63,18,21.54,36.48,41.98,Maindish,"cream cheese, lemon juice, salt, ground pepper, crostini, bluefish, red onion",Chinese,324.77,13.02,5.87,33.71,1.61,57.46,568.27,17.29,5.85,36.44,208.68,2.24,0.26,79.65,0.34,127.54,303.33,0.16,1.1,0.32,36.92,2.78,0.81,0.25,0.27,1.83,539.61,0.15,1.61,1.62,0,0,https://spoonacular.com/smoked-bluefish-spread-1338,"Remove skin from fish; break into pieces.
Pulse onion in a food processor until finely chopped.
Add cream cheese; pulse 3 times or until blended.
Add fish, lemon juice, and next 2 ingredients; pulse 3 times or until thoroughly mixed, stopping to scrape down sides.
Serve with crostini.
*Substitute smoked tuna or trout for the bluefish, if desired.","1) Remove skin from fish; break into pieces.
2) Pulse onion in a food processor until finely chopped.
3) Add cream cheese; pulse 3 times or until blended.
4) Add fish, lemon juice, and next 2 ingredients; pulse 3 times or until thoroughly mixed, stopping to scrape down sides.
5) Serve with crostini.
6) *Substitute smoked tuna or trout for the bluefish, if desired.",smoked bluefish spread,cream cheese lemon juice salt ground pepper crostini bluefish red onion,7,Easy,Buttery,smoked bluefish spread cream cheese lemon juice salt ground pepper crostini bluefish red onion
1339,Smoked Bluefish Pâté,0.475,46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no,FALSE,TRUE,FALSE,15,https://spoonacular.com/smoked-bluefish-pt-1339,https://spoonacular.com/recipeImages/1339-556x370.jpg,1124,27,3,21.72,71.25,7.03,Maindish,"chives, cream cheese, hot sauce, lemon juice, red onion, bluefish, parsley, toasts, worcestershire sauce",Chinese,91.66,7.29,3.82,1.62,0.99,31.94,87.18,5,1.18,7.39,65.9,0.28,0.04,23.72,0.02,5.07,120.06,0.02,0.27,0,9.17,1.07,0.28,0.09,0,0,394.74,0,7.82,1.96,0,0,https://spoonacular.com/smoked-bluefish-pt-1339,"In a bowl, blend the cream cheese with the Worcestershire sauce, lemon juice, parsley, onion, hot sauce and half of the chives. Fold the smoked bluefish into the cream cheese mixture. Sprinkle the remaining chives on top and serve with toasts.","1) In a bowl, blend the cream cheese with the Worcestershire sauce, lemon juice, parsley, onion, hot sauce and half of the chives.
2) Fold the smoked bluefish into the cream cheese mixture.
3) Sprinkle the remaining chives on top and serve with toasts.",smoked bluefish p,chive cream cheese hot sauce lemon juice red onion bluefish parsley toast worcestershire sauce,9,Intermediate,Savory,smoked bluefish p chive cream cheese hot sauce lemon juice red onion bluefish parsley toast worcestershire sauce
1340,Smoked-bluefish Pâté,2.663,133,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,15,https://spoonacular.com/smoked-bluefish-pt-1340,https://spoonacular.com/recipeImages/1340-556x370.jpg,1124,42,4,16.08,77.67,6.25,Sidedish,"cream cheese, lemon juice, shallot, fresh chives, smoked trout",Chinese,316.72,27.69,15.08,5.02,3.26,123.23,271.63,12.89,1.26,19.62,208.01,0.56,0.18,88.23,0.05,18,310.96,0.04,0.65,0.05,25.18,1.5,0.8,0.23,0.24,0.32,1190.22,0.45,8.63,6.15,0,0,https://spoonacular.com/smoked-bluefish-pt-1340,"Stir together shallot, lemon juice, and 1/4 teaspoon salt, then beat in cream cheese, bluefish, and 1/2 teaspoon pepper with a spoon until combined well. Stir in chives.
Cooks' note:Pt can be made 5 days ahead and chilled, covered. Bring to room temperature to soften (about 1 hour) before serving.","1) Stir together shallot, lemon juice, and 1/4 teaspoon salt, then beat in cream cheese, bluefish, and 1/2 teaspoon pepper with a spoon until combined well.
2) Stir in chives.
3) Cooks' note:Pt can be made 5 days ahead and chilled, covered.
4) Bring to room temperature to soften (about 1 hour) before serving.",smoked bluefish p,cream cheese lemon juice shallot fresh chive smoked trout,10,Intermediate,Savory,smoked bluefish p cream cheese lemon juice shallot fresh chive smoked trout
1341,Kedgeree,7.0461,1042,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,no,FALSE,FALSE,FALSE,30,https://spoonacular.com/kedgeree-1341,https://spoonacular.com/recipeImages/1341-556x370.jpg,1124,88,35,23.48,21.52,55,Sidedish,"serrano chili, cream, eggs, vegetable oil, turmeric, garam masala, cumin seed, onion, vegetable stock, ginger, water, ketchup, pomegranate seeds, lemon wedges, fish, basmati rice, garlic, black mustard seed",British,1062.75,25.3,12.75,145.48,21.04,365.29,703.28,62.1,11,127.92,719.14,5.67,0.63,167.36,0.32,139.73,1339.5,0.8,3.82,2.12,134.62,3.75,3.87,0.96,3.14,8.45,876.33,7.58,21.3,18.11,0,0,https://spoonacular.com/kedgeree-1341,Detailed instructions can be found here: http://norecipes.com/blog/2010/01/26/kedgeree-recipe/,1) Detailed instructions can be found here: http://norecipes.com/blog/2010/01/26/kedgeree-recipe/,kedgeree,serrano chili cream egg vegetable oil turmeric garam masala cumin seed onion vegetable stock ginger water ketchup pomegranate seed lemon wedge fish basmati rice garlic black mustard seed,18,Hard,Tangy,kedgeree serrano chili cream egg vegetable oil turmeric garam masala cumin seed onion vegetable stock ginger water ketchup pomegranate seed lemon wedge fish basmati rice garlic black mustard seed
